列1,列2,列3,列4,列5,列6
JAVA实现对称加密,24790,中级,//img3.mukewang.com/54af7a6d000164df06000338-240-135.jpg,['Java'],为你带来软硬件通用的对称加密算法，以及他们的应用范围
PHP微信公众平台开发高级篇—自定义菜单,24760,高级,//img3.mukewang.com/56e10de50001f0b606000338-240-135.jpg,['PHP'],自定义菜单是微信开发中必不可少的环节，约吗？
PHP微信公众平台开发高级篇—生成二维码接口,24546,高级,//img4.mukewang.com/56e10d8c0001e22e06000338-240-135.jpg,['PHP'],微信扫描，值得你拥有，本教程主要讲解二维码接口的实现
Think 2015 PHP 技术峰会(北京站）,23869,高级,//img3.mukewang.com/57466b4d000180a606000338-240-135.jpg,['PHP'],PHP领域顶级技术盛会，最新php技术分享，了解最新行业动向
PHP中的HTTP协议,23609,初级,//img4.mukewang.com/58339ab600019e4206000338-240-135.jpg,['PHP'],PHP视频教程从PHP的角度深度解析HTTP协议知识，例如post、和get请求
JSP自定义标签,23607,中级,//img4.mukewang.com/5787418d0001543506000338-240-135.jpg,['Java'],JSP自定义标签应用，Java Web开发中一个重要的知识点
模式的秘密---责任链模式,23259,高级,//img3.mukewang.com/574669ba000105ec06000338-240-135.jpg,['Java'],解耦代码——责任链模式，通过学习，理解模式学习的要义
Restful API实战,23060,初级,//img.mukewang.com/58c65abe0001269e06000338-240-135.jpg,['PHP'],PHP后端开发者如何迎上移动互联网发展热潮？
PHP+Sphinx+MySQL实现全文检索—理论篇,22712,高级,//img3.mukewang.com/572aff7f0001633306000338-240-135.jpg,['PHP'],sphinx，影响您职场身价的利器，教程循序渐进，通俗易懂
PHP微信公众平台开发高级篇—网页授权接口,22574,高级,//img.mukewang.com/56e10dac0001a30c06000338-240-135.jpg,['PHP'],一招获取微信用户资料信息，进而实现业务逻辑，完美
PyConChina 2015 中国大会 北京场,22195,高级,//img.mukewang.com/563177c80001626506000338-240-135.jpg,['Python'],PyConChina2015大会干货分享，了解Python最新技术热点和动向
Java实现邮箱验证,22041,中级,//img1.mukewang.com/587c76150001a0ab06000338-240-135.jpg,['Java'],本视频教程主要介绍如何使用JavaMail进行邮箱验证，由浅入深
JAVA实现非对称加密,21599,中级,//img4.mukewang.com/54af7b060001f1c606000338-240-135.jpg,['Java'],非对称加密算法在JAVA中的实现，了解非对称加密算法应用场景
Hibernate初探之多对多映射,21461,高级,//img1.mukewang.com/55a5f6c100016bb806000338-240-135.jpg,['Java'],Hibernate中多对多关联映射的配置，多对多关联关系的应用场景
Java实现图片等比例缩略图,21448,中级,//img1.mukewang.com/5677b29b0001fe3e06000338-240-135.jpg,['Java'],视频教程以实例的方式，讲解Java平台实现图片等比例缩略图生成
探秘Spring AOP,21095,高级,//img2.mukewang.com/597fe9340001624e06000338-240-135.jpg,"['Java', 'SpringBoot']",让我们一起探秘Spring Aop
Java实现消息摘要算法加密,21035,中级,//img2.mukewang.com/54c89f07000100e106000338-240-135.jpg,['Java'],Java中应用消息摘要算法进行加解密，以及他们的应用场景
轻松学会Laravel-表单篇,20929,中级,//img.mukewang.com/57a2e0600001e30906000338-240-135.jpg,['PHP'],Laravel框架是世界上最流行的PHP框架，没有之一
揭秘PHP模糊查询技术,20854,中级,//img4.mukewang.com/570763450001534706000338-240-135.jpg,['PHP'],PHP模糊查询分析与实现，本课程从本质上揭密PHP模糊查询技术
与《Yii框架》不得不说的故事—高效篇,20440,中级,//img.mukewang.com/55939b99000114db06000338-240-135.jpg,['PHP'],本教程代领大家学习YII如何提升程序运行效率以及开发效率
PHP第三方登录—微博登录,20418,高级,//img3.mukewang.com/56e1321f0001550c06000338-240-135.jpg,['PHP'],使用微博官方SDK快速接入微博登录，绝对不应该错过本门课程
IntelliJ IDEA神器使用技巧,20227,初级,//img.mukewang.com/5a2f4d7f00012c8106000338-240-135.jpg,['Java'],充分利用intellij idea各类技巧来提高你的开发效率
python自动化运维篇,19821,初级,//img4.mukewang.com/598186000001813106000338-240-135.jpg,['Python'],如何把运维的工作流程化、标准化、自动化已经是迫在眉睫的问题。
站在巨人的肩膀上写代码—SPL,19730,高级,//img1.mukewang.com/57466bb0000135cf06000338-240-135.jpg,['PHP'],SPL，一个能找到登上绝顶的天梯，学会后能提高实际工作的效率
那些年你遇到的错误与异常,19612,中级,//img3.mukewang.com/572b06f40001d1c806000338-240-135.jpg,['PHP'],本课程将由浅入深，与大家分享异常及异常的实战应用
与《Yii框架》不得不说的故事—工具篇,19525,中级,//img.mukewang.com/561b652d000174a306000338-240-135.jpg,['PHP'],本教程主要学习Composer、Debug和GII等工具，提高开发效率
洪大师带你解读Symfony2框架,18510,高级,//img4.mukewang.com/572afefd0001383b06000338-240-135.jpg,['PHP'],洪大师教你玩转强大的框架-Symfony2，提高代码性能
大型PHP电商网站商品秒杀功能实现思路分析,18476,高级,//img.mukewang.com/57de2e670001dedf06000338-240-135.jpg,['PHP'],"本课程属于PHP高级教程，汇集前沿技术，实现商品秒杀，小白慎入		"
轻松愉快之玩转SpringData,18404,中级,//img.mukewang.com/58e6081c00012ec206000338-240-135.jpg,"['Java', '大数据']",利用Spring Data提高开发效率，提升程序员的幸福指数
轻松学会Laravel-高级篇,18335,中级,//img3.mukewang.com/581bec530001202106000338-240-135.jpg,['PHP'],Laravel框架高级教程，介绍Laravel提供的工具和功能，快来体验
PHP微信公众平台开发高级篇—模板消息接口,18109,高级,//img1.mukewang.com/56e10dc00001c13106000338-240-135.jpg,['PHP'],模板消息，快到碗里来，可以应用于刷卡通知，商品购买成功通知
GD库实现图片水印与缩略图,17917,中级,//img1.mukewang.com/57075a1f0001806606000338-240-135.jpg,['PHP'],带你快速高效的完成图片处理工作，还可以加深对面向对象的理解
新一代构建工具gradle,17785,初级,//img1.mukewang.com/590a904f0001138f06000338-240-135.jpg,['Java'],gradle轻松入门教程，学习本课对gradle进行初步了解
php构建即时通讯系统,17359,中级,//img4.mukewang.com/58ec5443000171ca06000338-240-135.jpg,['PHP'],PHP不仅可以构建Web项目，还可以构建即时通讯应用:如实时聊天、在线游戏
ElasticSearch入门 ,16862,中级,//img2.mukewang.com/59b77bac0001985906000338-240-135.jpg,"['Java', '大数据']",ElasticSearch轻松入门，Spring Boot集成ES
Gopher China 2015 上海大会,16444,高级,//img3.mukewang.com/570778af0001d93706000338-240-135.jpg,['Go'],go干货尽在GopherChina2015上海大会，干货太多，准备好纸巾
Java定时任务调度工具详解之Quartz篇,16072,中级,//img3.mukewang.com/5940992d0001cae906000338-240-135.jpg,['Java'],Java定时任务调度工具详解之Quartz篇
高性能的PHP日志系统—SeasLog,16029,高级,//img.mukewang.com/572afedd0001a67a06000338-240-135.jpg,['PHP'],一款不可错过的高性能的日志系统，带你全面细致地了解SeasLog
PHP之Yii2框架搭建完整博客系统,15931,中级,//img2.mukewang.com/5800c1ea0001868f06000338-240-135.jpg,['PHP'],Yii是PHP快速开发的最佳实践之一，一起领略yii2快速开发的风采
Java定时任务调度工具详解之Timer篇,15776,初级,//img4.mukewang.com/59195b4a00019b0d06000338-240-135.jpg,['Java'],Java定时任务调度工具详解之Timer篇
与《Yii框架》不得不说的故事—安全篇,15653,高级,//img2.mukewang.com/55bec3dd0001f71606000338-240-135.jpg,['PHP'],本教程主要讲解Yii对4种流行攻击方式的防范和处理
PHP微信公众平台开发高级篇—群发接口,15564,高级,//img2.mukewang.com/56e10dd4000108d706000338-240-135.jpg,['PHP'],不群发，无微信，通过本教程学习实现更灵活的群发能力
PHP-面向对象,15200,初级,//img1.mukewang.com/59acb1650001adce06000338-240-135.jpg,['PHP'],从面相过程到面向对象，带你深入理解面向对象编程思想，体验编程的奥妙！
PHP进阶篇-函数,15185,初级,//img3.mukewang.com/57fdecf80001fb0406000338-240-135.jpg,['PHP'],PHP入门必看教程，带你掌握PHP如何自定义函数和分析常见问题
PHP+AJAX实现表格实时编辑,15148,中级,//img4.mukewang.com/582917110001705506000338-240-135.jpg,['PHP'],PHP和AJAX实现表格动态实时编辑案例，轻松实现最好的用户体验
与《Yii框架》不得不说的故事—扩展篇,14499,高级,//img3.mukewang.com/55e520760001c53906000338-240-135.jpg,['PHP'],本课程主要学习模块、事件机制、mixin以及依赖注入技术
PHP消息队列实现及应用,14291,高级,//img3.mukewang.com/594b40910001a47e06000338-240-135.jpg,['PHP'],消息队列是个什么玩意儿，使用队列解决秒杀等实际问题概念和使用方法
神奇的JpGraph类库,14221,中级,//img.mukewang.com/5707636b0001694206000338-240-135.jpg,['PHP'],JpGraph类库可以画出炫彩的统计图，掌握JpGraph类库的使用
Spring Boot热部署,14203,中级,//img3.mukewang.com/5a0948f900011d3a06000338-240-135.jpg,"['Java', 'SpringBoot']",Spring Boot热部署的原理和实现
web安全之SQL注入,14129,初级,//img1.mukewang.com/5991489e00019f5c06000338-240-135.jpg,['PHP'],SQL注入是整个WEB安全领域中比较重要的一部分
使用java构建和维护接口自动化测试框架,14050,中级,//img2.mukewang.com/593a3b0f0001383606000338-240-135.jpg,"['Java', '测试']",初识接口自动化框架
微服务架构在二手交易平台（转转）中的实践,12999,中级,//img2.mukewang.com/586395f4000145e006000338-240-135.jpg,['Java'],本课程是大会分享内容，微服务架构在转转(58集团)的落地实践
PHP函数篇,12562,初级,//img.mukewang.com/58f85fb20001139f06000338-240-135.jpg,['PHP'],自定义函数，PHP入门教程之必备课程，行业大牛带你飞。
Dwr实现JAVA服务器端向客户端推送消息,12406,中级,//img2.mukewang.com/5861d2500001d39406000338-240-135.jpg,['Java'],dwr轻松帮你实现server push。
快速入门ThinkPHP 5.0 --模型篇,12353,初级,//img2.mukewang.com/594cf6120001ddaf06000338-240-135.jpg,['PHP'],"Thinkphp5.0已发布多时,想了解thinkphp 5.0的新特性吗？老司机点准时出发"
php+mysql 模拟队列发送邮件,11840,中级,//img2.mukewang.com/57de28f80001651506000338-240-135.jpg,['PHP'],使用队列方式异步发送邮件防页面卡死，学完就知道强大之处
RBAC打造通用web管理权限,11630,中级,//img1.mukewang.com/5885a1f5000113a506000338-240-135.jpg,['PHP'],RBAC为商业系统安全防范手段，结合理论和实战介绍RBAC
SVN从入门到放弃,11392,中级,//img4.mukewang.com/5934bac20001a5c906000338-240-135.jpg,['PHP'],SVN-Ubuntu命令行操作 带你玩转SVN从基础命令深入高级应用
Golang之IO操作初接触,11280,初级,//img4.mukewang.com/57466a000001dfdc06000338-240-135.jpg,['Go'],"掌握Golang IO操作,游走二进制领域，在实战中学习Golang开发"
Ruby语言快速入门,10972,初级,//img2.mukewang.com/5844cb380001bddf06000338-240-135.jpg,['Ruby'],Ruby基础入门教程，让十一年老兵带你走进ruby入门，了解入门知识
PHP进阶篇-字符串操作,10691,初级,//img1.mukewang.com/57fefb1c000165c306000338-240-135.jpg,['PHP'],PHP进阶教程，本课程主要讲解php中字符串及常用字符串函数使用
重定向和伪静态在网站中的应用,10424,中级,//img2.mukewang.com/58807245000110e206000338-240-135.jpg,"['PHP', 'Linux']","重定向和伪静态,网站安全SEO优化必学，演示各种重定向设置后效果"
Golang之文本编码处理,10319,初级,//img.mukewang.com/57466a0d000146db06000338-240-135.jpg,['Go'],"掌握对Golang语言中文本编码处理的应用, 搞定日常操作"
RxJava与RxAndroid基础入门,9944,中级,//img3.mukewang.com/5981a729000188dc06000338-240-135.jpg,"['Java', 'Android']",RxJava与RxAndroid入门
PHP进阶篇-日期时间函数,9942,初级,//img1.mukewang.com/58329cbf0001357406000338-240-135.jpg,['PHP'],PHP开发中常用功能，日期时间函数库的使用，干货满满的教程
实例学习 PHP QRCode生成二维码,8920,初级,//img4.mukewang.com/5968262c00011d2606000338-240-135.jpg,['PHP'],本门课程主要讲解如何使用 PHP 生成识别二维码!
vagrant打造跨平台可移动的开发环境,8884,中级,//img.mukewang.com/58aa91850001a4f406000338-240-135.jpg,"['PHP', 'Linux']",Vgarant是开发者必备利器之一，本课程主要分为理论和实践两部分
PHP扩展安装指南,8256,中级,//img4.mukewang.com/58329e8a0001068806000338-240-135.jpg,['PHP'],PHP扩展你掌握了吗，通过学习本教程能够加深PHP扩展的管理和安装
PHP项目中的Gitflow多人协作开发工作流,7413,中级,//img1.mukewang.com/581ad6880001154b06000338-240-135.jpg,['PHP'],一个围绕项目发布的严格git分支模型，让我们一睹Gitflow的风采
CDN与智能DNS原理和应用,7343,高级,//img4.mukewang.com/5a0ae20a000173ed06000338-240-135.jpg,['PHP'],CDN可以让用户更快速访问我们的互联网内容，也可以支持更大规模的访问量
PHP进阶篇-GD库图像处理,7115,初级,//img3.mukewang.com/58329bdb00011cca06000338-240-135.jpg,['PHP'],想通过PHP中GD函数库灵活操作图像吗，点击学习本教程可以实现
浅析SQLmap,6987,中级,//img4.mukewang.com/5977373b0001318505910331-240-135.jpg,"['PHP', '测试']",如何开发一个既稳定又安全的web系统？那来学习web安全吧.
Spring Boot 2.0深度实践-初遇Spring Boot,6695,中级,//img.mukewang.com/5a52ee3500016ec706000338-240-135.jpg,"['Java', 'SpringBoot']",Spring Boot 2.x/Web Flux/多模块化项目实践
PHP中的会话控制,6266,初级,//img.mukewang.com/59c3917900011b8106000338-240-135.jpg,['PHP'],带你了解PHP中的会话控制技术。
DevOps和云计算初识,6156,中级,//img1.mukewang.com/59f68815000169b006000338-240-135.jpg,"['云计算', 'Go']",学习DevOps和云计算的初步知识
Go语言开发微信公众号,6000,中级,//img3.mukewang.com/5a409d3100019c4406000338-240-135.jpg,['Go'],想用Go语言做微信公众号的开发么？
Discuz!X二次开发——前台篇,4899,初级,//img.mukewang.com/590c54d40001973c06000338-240-135.jpg,['PHP'],Discuz你一定听说过，一起跟着我搞定Discuz二次开发，与众不同！
使用Google Guice实现依赖注入,4631,高级,//img1.mukewang.com/59dc2a180001f0a112010679-240-135.jpg,"['Java', 'SpringBoot']",谷歌大神带你重新理解依赖注入，示范Guice和Spring Boot如何协作
Python制作数据分析工具,4346,中级,//img3.mukewang.com/5a5854970001e9a106000338-240-135.jpg,"['机器学习', '深度学习']",用Python制作一个高效的数据诊断工具
python必学模块-collections,3993,初级,//img1.mukewang.com/5a54a6400001e53006000338-240-135.jpg,['Python'],快速理解python中基于基础数据结构的高级数据结构，让代码更精简且高效。
Beanstalkd-带你玩转消息队列,3173,中级,//img.mukewang.com/5a0018470001386b06000338-240-135.jpg,['PHP'],beanstalkd-轻松驾驭PHP消息队列，带你一起挖掘消息处理的真实逻辑！
搭建并行处理管道，感受GO语言魅力,2980,中级,//img2.mukewang.com/5a321bac00013f9506000338-240-135.jpg,['Go'],"通过搭建并行数据处理管道，展示go语言在并发编程方面的优势			"
PhpStorm的基本应用,2114,初级,//img.mukewang.com/5a6190720001551506000338-240-135.jpg,['PHP'],PHP开发者神器PhpStorm 
大道至简之Guns框架介绍,1987,中级,//img1.mukewang.com/5a5824c100019a8506000338-240-135.jpg,['Java'],快速搭建后台管理平台，了解如何通过框架自动生成代码
